,post_id,lat,lon
142,7048984001,40.75641,-73.997345
143,7048985986,40.765575,-73.98852
144,7048989438,40.7764,-73.9827
145,7049000764,40.708846,-74.002503
146,7049014139,40.693172,-73.970859
147,7049041439,40.67118,-73.933678
148,7049061091,40.7446,-73.9345
149,7049076194,40.7446,-73.9345
150,7049088129,40.722283,-73.98571
151,7049105802,40.725867,-73.859848
152,7049138142,40.747463,-73.98089
153,7049167785,40.755175,-73.881514
154,7049172205,40.751753,-73.90663
155,7049191083,40.746655,-73.970514
156,7049223285,40.709118,-74.01465
157,7049224643,40.744644,-73.95768
158,7049252118,40.6521,-74.0018
159,7049260912,40.653978,-73.952824
160,7049263937,40.671849,-73.962493
161,7049265737,40.6521,-74.0018
162,7049270235,40.72254,-73.949078
163,7049298886,40.751465,-73.970695
164,7049300402,40.754964,-73.885258
165,7049338087,40.671111,-73.958668
166,7049342020,40.710323,-73.899356
167,7049344888,40.7095,-73.9563
168,7049346095,40.7651,-73.9858
169,7049385524,40.686937,-73.961726
170,7049413852,40.712993,-73.941121
171,7049452917,40.710004,-74.007779
172,7049486331,40.7975,-73.9683
173,7049486358,40.73834,-73.996645
174,7049547579,40.724863,-73.984403
175,7049548382,40.767226,-73.984083
176,7049556059,40.727762,-73.991285
177,7049557815,40.72709,-73.976639
178,7049579371,40.709702,-74.007807
179,7049579448,40.708551,-74.013969
180,7049581697,40.77793,-73.94566
181,7049621874,40.746655,-73.970514
182,7049672477,40.7143,-74.006
183,7049717020,40.6628,-73.9546
184,7049764921,40.7262,-73.9796
185,7049770518,40.7597,-73.9918
186,7049852397,40.725867,-73.859848
187,7049853188,40.758011,-73.917005
188,7049853912,40.701288,-73.804848
189,7049866577,40.709118,-74.01465
190,7049934457,40.9525,-73.735
191,7049940609,40.7443,-73.9781
192,7050001621,40.7446,-73.9345
193,7050002138,40.744644,-73.95768
194,7050005988,40.7446,-73.9345
195,7050046934,40.756087,-73.996807
196,7050069467,40.7571,-73.9657
197,7050069483,40.7571,-73.9657
198,7050074131,40.710004,-74.007779
199,7050121766,40.681137,-73.955666
200,7050122762,40.681137,-73.955666
201,7050130441,40.712993,-73.941121
202,7050150795,40.77793,-73.94566
203,7050154333,40.748065,-73.939768
204,7050185398,40.709702,-74.007807
205,7050185443,40.708551,-74.013969
206,7050209402,40.8246,-73.9507
207,7050226477,40.7685,-73.9588
208,7050233190,40.784142,-73.950026
209,7050238400,40.762154,-73.99554
210,7050262537,40.754964,-73.885258
211,7050306000,40.776921,-73.949361
212,7050350561,40.684533,-73.952389
213,7050364517,40.689738,-73.992038
214,7050384175,40.6816,-73.9798
215,7050400207,40.7443,-73.9781
216,7050407699,40.709118,-74.01465
217,7050443350,40.6784,-73.9211
218,7050504486,40.612772,-73.993343
219,7050507978,40.7446,-73.9345
220,7050508398,40.744337,-73.974214
221,7050553876,40.616747,-73.969488
222,7050558998,40.710247,-74.064245
223,7050575423,40.635714,-74.080725
224,7050579500,40.778,-73.9884
225,7050587362,40.7402,-73.9996
226,7050587456,40.7975,-73.9683
227,7050608576,40.710004,-74.007779
228,7050624492,40.708401,-73.898003
229,7050626565,40.700998,-73.910578
230,7050640421,40.6794,-73.9496
231,7050726452,40.936044,-73.902845
232,7050726855,40.936044,-73.902845
233,7050741322,40.709702,-74.007807
234,7050741423,40.708551,-74.013969
235,7050745448,40.746655,-73.970514
236,7050753050,40.6794,-73.9496
237,7050757033,40.7095,-73.9563
238,7050760299,40.616747,-73.969488
239,7050779195,40.967482,-73.711414
240,7050781167,40.5979,-73.9743
241,7050783009,40.936044,-73.902845
242,7050783628,40.808446,-73.944994
243,7050791479,40.770084,-73.912506
244,7050797173,40.67242,-73.962207
245,7050808138,40.726987,-73.856518
246,7050840114,40.597204,-74.095015
247,7050850506,40.671229,-73.959414
248,7050860484,40.596487,-73.798504
249,7050863185,40.936044,-73.902845
250,7050868972,40.77037,-73.99219
251,7050869644,40.744644,-73.95768
252,7050882440,40.584658,-73.971005
253,7050883186,40.68814,-73.96079
254,7050891981,40.7597,-73.9918
255,7050897363,40.770142,-73.991375
256,7050898703,40.738759,-74.008103
257,7050903424,40.7816,-73.9511
258,7050906355,40.751736,-73.96938
259,7050937860,40.7119,-73.7944
260,7050939991,40.774884,-73.980735
261,7050951259,40.644253,-73.997952
262,7050952281,40.623817,-74.030095
263,7050954339,40.6412,-74.0133
264,7050958460,40.635971,-74.023218
265,7050961191,40.6924,-73.9666
266,7050967798,40.761667,-73.974915
267,7050984952,40.734398,-74.000114
268,7051002002,40.7651,-73.9638
269,7051002152,40.6794,-73.9496
270,7051006587,40.7006,-73.918
271,7051032526,40.725867,-73.859848
272,7051033330,40.7321,-74.066
273,7051042137,40.721941,-73.855868
274,7051043095,40.8183,-73.9426
275,7051049522,40.709118,-74.01465
276,7051052572,40.81016,-73.93741
277,7051060145,40.634616,-74.023518
278,7051060824,40.755175,-73.881514
279,7051065118,40.758011,-73.917005
280,7051068292,40.746655,-73.970514
281,7051070564,40.735875,-73.986029
282,7051077425,40.6251,-74.0303
283,7051088975,40.936044,-73.902845
284,7051092747,40.878514,-73.916219
285,7051097652,40.746058,-73.978242
286,7051098158,40.732019,-73.982482
287,7051100132,40.74386,-73.979956
288,7051126017,40.689698,-73.975106
289,7051141427,40.741379,-73.978739
290,7051144112,40.749265,-73.975978
291,7051145418,40.740953,-73.977003
292,7051146824,40.753319,-73.973031
293,7051148569,40.755569,-73.968421
294,7051150304,40.752135,-73.973917
295,7051150895,40.732004,-73.982502
296,7051151508,40.732039,-73.982538
297,7051153010,40.705287,-74.016579
298,7051195478,40.7446,-73.9345
299,7051199923,40.7446,-73.9345
300,7051201134,40.5766,-73.8428
301,7051205447,40.7446,-73.9345
302,7051214824,40.713493,-73.96706
303,7051217135,40.9,-73.8622
304,7051226096,40.77037,-73.99219
305,7051226466,40.705254,-74.01615
306,7051227121,40.74548,-74.005394
307,7051231208,40.7816,-73.9511
308,7051231443,40.7597,-73.9918
309,7051232661,40.6225,-73.965
310,7051241703,40.706367,-74.01566
311,7051283363,40.710004,-74.007779
312,7051289781,40.6016,-73.9968
313,7051310843,40.806469,-73.946438
314,7051346970,40.60957,-74.002665
315,7051364929,40.6705,-73.894
316,7051368799,40.703147,-73.917362
317,7051371427,40.694,-73.9903
318,7051375897,40.6628,-73.9546
319,7051375984,40.705569,-74.01017
320,7051385405,40.7597,-73.9918
321,7051385567,40.7816,-73.9511
322,7051389666,40.7627,-73.9149
323,7051390982,40.7627,-73.9149
324,7051396216,40.936044,-73.902845
325,7051397137,40.746655,-73.970514
326,7051403484,40.616747,-73.969488
327,7051417919,40.709702,-74.007807
328,7051418019,40.708551,-74.013969
329,7051418408,40.702,-74.089
330,7051430200,40.936044,-73.902845
331,7051450352,40.717075,-74.00483
332,7051451572,40.717823,-74.005045
333,7051451915,40.633529,-74.027252
334,7051452808,40.703269,-73.992147
335,7051456918,40.727762,-73.991285
336,7051460204,40.614872,-73.930865
337,7051462128,40.936044,-73.902845
338,7051472237,40.5979,-73.9743
339,7051480836,40.681767,-73.942894
340,7051491011,40.589482,-73.956978
341,7051492222,40.718213,-74.005602
342,7051493058,40.717075,-74.00483
343,7051493774,40.717075,-74.00483
344,7051497610,40.948276,-73.733455
345,7051508139,40.743828,-73.924268
346,7051509673,40.709564,-74.004593
347,7051524824,40.742377,-73.88188
348,7051529057,40.751753,-73.90663
349,7051530211,40.5839,-73.9536
350,7051537020,40.751736,-73.96938
351,7051548495,40.6794,-73.9496
352,7051558386,40.7029,-73.8111
353,7051563278,40.713493,-73.96706
354,7051564462,40.622752,-73.96157
355,7051569094,40.7119,-73.7944
356,7051570766,40.754964,-73.885258
357,7051573330,40.7365,-73.8779
358,7051582902,40.7597,-73.9918
359,7051584708,40.7597,-73.9918
360,7051585691,40.7651,-73.9858
361,7051589688,40.936044,-73.902845
362,7051604260,40.6251,-74.0303
363,7051615402,40.716183,-74.00965
364,7051628219,40.5979,-73.9743
365,7051635797,40.6924,-73.9666
366,7051651926,40.736645,-74.00164
367,7051666360,40.773863,-73.907488
368,7051667433,40.874794,-73.88344
369,7051670712,40.71996,-73.884602
370,7051670768,40.740554,-73.989301
371,7051671328,40.726566,-73.99983
372,7051704939,40.808446,-73.944994
373,7051713482,40.615945,-73.95718
374,7051714334,40.709118,-74.01465
375,7051719417,40.6969,-73.7877
376,7051724869,40.936044,-73.902845
377,7051740051,40.762276,-73.911467
378,7051751185,40.704717,-73.928738
379,7051759141,40.738934,-74.00883
380,7051766831,40.7816,-73.9511
381,7051767140,40.7597,-73.9918
382,7051779541,40.721058,-73.770592
383,7051785421,40.707145,-73.896431
384,7051825912,40.759351,-73.822289
385,7051826347,40.715775,-74.00344
386,7051843311,40.7446,-73.9345
387,7051849180,40.7454,-73.9575
388,7051881308,40.766027,-73.919921
389,7051883390,40.765949,-73.920093
390,7051902801,40.9177,-73.895
391,7051908000,40.761424,-73.923869
392,7051909320,40.7321,-74.066
393,7051911388,40.738934,-74.00883
394,7051913182,40.784354,-73.981165
395,7051936468,40.710004,-74.007779
396,7051951548,40.6775,-73.7758
397,7051976159,40.623503,-74.085139
398,7052015776,40.936044,-73.902845
399,7052019047,40.719544,-73.859129
400,7052025129,40.6884,-73.951175
401,7052043512,40.7095,-73.9563
402,7052054397,40.616747,-73.969488
403,7052054485,40.936044,-73.902845
404,7052055146,40.793188,-73.940563
405,7052064474,40.709702,-74.007807
406,7052064536,40.708551,-74.013969
407,7052105709,40.589482,-73.956978
408,7052107995,40.680892,-73.973959
409,7052108735,40.925097,-73.844818
410,7052114771,40.5979,-73.9743
411,7052123016,40.755175,-73.881514
412,7052124247,40.9176,-73.8593
413,7052125946,40.7517,-73.9707
414,7052129558,40.594648,-73.956556
415,7052131811,40.717075,-74.00483
416,7052133512,40.875233,-73.847506
417,7052139336,40.718158,-73.997931
418,7052152320,40.908174,-73.906574
419,7052159583,40.727986,-73.988119
420,7052163168,40.946369,-73.853059
421,7052163696,40.7651,-73.9858
422,7052191916,40.701288,-73.804848
423,7052192820,40.717758,-74.00483
424,7052207463,40.725867,-73.859848
425,7052214458,40.694,-73.9903
426,7052214558,40.916269,-73.900144
427,7052216913,40.7402,-73.9996
428,7052219070,40.758011,-73.917005
429,7052227036,40.974391,-73.830274
430,7052228642,40.701932,-73.88098
431,7052229201,40.754964,-73.885258
432,7052235000,40.700518,-73.898369
433,7052251511,40.7402,-73.9996
434,7052259309,40.743888,-73.981907
435,7052263000,40.639319,-73.936792
436,7052263535,40.6794,-73.9496
437,7052268463,40.77508,-73.948111
438,7052277097,40.683269,-73.950155
439,7052310804,40.7627,-73.7745
440,7052312986,40.706929,-74.009743
441,7052319295,40.888047,-73.790152
442,7052326821,40.5979,-73.9743
443,7052327378,40.774884,-73.980735
444,7052330174,40.764142,-73.984616
445,7052331531,40.6039,-74.1472
446,7052339643,40.710313,-74.006653
447,7052341241,40.711136,-74.01615
448,7052344628,40.74837,-73.93842
449,7052346413,40.81016,-73.93741
450,7052348237,40.7229,-73.8473
451,7052351875,40.936044,-73.902845
452,7052354324,40.7351,-73.8776
453,7052375285,40.6884,-73.951175
454,7052378743,40.708555,-74.016452
455,7052380702,40.711136,-74.01615
456,7052381788,40.9525,-73.735
457,7052382001,40.702,-74.089
458,7052392755,40.7278,-73.8602
459,7052393966,40.661477,-73.962933
460,7052433294,40.715859,-73.964896
461,7052438477,40.707336,-74.00456
462,7052442541,40.707333,-74.00708
463,7052445602,40.636322,-74.143254
464,7052446479,40.717123,-74.004573
465,7052446886,40.636322,-74.143254
466,7052447619,40.643699,-74.07861
467,7052454546,40.7143,-74.006
468,7052466151,40.756634,-73.875139
469,7052469233,40.645453,-73.961406
470,7052473939,40.5767,-73.9884
471,7052475580,40.887271,-73.83791
472,7052478884,40.708393,-73.940306
473,7052483183,40.704899,-74.008916
474,7052491391,40.708291,-74.004689
475,7052492424,40.9079,-73.838
476,7052494740,40.6039,-74.1472
477,7052496224,40.874794,-73.88344
478,7052505396,40.763634,-73.963749
479,7052508309,40.933858,-73.891629
480,7052513177,40.8011,-73.9371
481,7052521977,40.707333,-74.00708
482,7052526401,40.738934,-74.00883
483,7052528915,40.70862,-74.015465
484,7052553977,40.7975,-73.9683
485,7052575500,40.710004,-74.007779
486,7052576827,40.750113,-74.051414
487,7052582168,40.686592,-73.97821
488,7052585654,40.6016,-73.9968
489,7052587309,40.6251,-74.0303
490,7052587579,40.6251,-74.0303
491,7052589223,40.6016,-73.9968
492,7052659714,40.671112,-73.978061
493,7052663354,40.6794,-73.9496
494,7052672629,40.705248,-74.008125
495,7052676445,40.616747,-73.969488
496,7052677290,40.708323,-74.00499
497,7052680147,40.7627,-73.9149
498,7052681117,40.7627,-73.9149
499,7052686896,40.7445,-74.0329
500,7052691389,40.5973,-74.0768
501,7052692927,40.717075,-74.00483
502,7052702981,40.782562,-73.97843
503,7052705905,40.709702,-74.007807
504,7052705989,40.708551,-74.013969
505,7052708265,40.936044,-73.902845
506,7052711470,40.5979,-73.9743
507,7052727141,40.7763,-73.911
508,7052734123,40.777803,-73.913072
509,7052744242,40.7029,-73.8111
510,7052751073,40.772139,-73.95826
511,7052759282,40.915832,-73.901925
512,7052771324,40.73273,-73.983318
513,7052772638,40.732749,-73.983469
514,7052782185,40.743828,-73.924268
515,7052783411,40.751753,-73.90663
516,7052786030,40.726987,-73.856518
517,7052798078,40.759068,-73.91538
518,7052820690,40.691279,-73.993027
519,7052825026,40.924907,-73.788918
520,7052857641,40.705833,-73.937365
521,7052891433,40.9927,-73.7995
522,7052891976,40.6016,-73.9968
523,7052892862,40.769444,-73.950874
524,7052897699,40.755175,-73.881514
525,7052904870,40.725867,-73.859848
526,7052910239,40.701288,-73.804848
527,7052916009,40.836338,-73.856584
528,7052923411,40.837679,-73.854478
529,7052925754,40.670651,-73.97361
530,7052932692,40.8222,-73.9217
531,7052934264,40.9461,-73.8669
532,7052944981,40.704971,-73.933201
533,7052948731,40.58298,-74.108684
534,7052966421,40.761437,-73.923681
535,7052971101,40.818802,-73.956023
536,7052973646,40.878514,-73.916219
537,7052974611,40.7119,-73.7944
538,7052975206,40.7029,-73.8111
539,7053025238,40.936056,-73.883027
540,7053034182,40.913397,-73.785027
541,7053053715,40.974391,-73.830274
542,7053060517,40.7101,-74.0013
543,7053093279,40.7012,-73.9436
544,7053112648,40.73434,-74.002391
545,7053114063,40.7351,-73.8776
546,7053118183,40.730913,-74.002819
547,7053148820,40.878514,-73.916219
548,7053174360,40.6467,-73.957
549,7053181391,40.742138,-73.977388
550,7053213605,40.710004,-74.007779
551,7053217424,40.660117,-73.950569
552,7053221682,40.659586,-73.947601
553,7053225761,40.874794,-73.88344
554,7053226211,40.706367,-74.01566
555,7053229209,40.801636,-73.968584
556,7053232346,40.9079,-73.838
557,7053245398,40.777746,-73.825821
558,7053248985,40.706367,-74.01566
559,7053287854,40.7313,-73.9892
560,7053294355,40.625223,-73.946486
561,7053321161,40.705468,-74.007956
562,7053327359,40.936044,-73.902845
563,7053343429,40.709702,-74.007807
564,7053343517,40.708551,-74.013969
565,7053379922,40.74687,-73.891457
566,7053385264,40.841575,-73.826104
567,7053392667,40.6794,-73.9496
568,7053392767,40.731187,-73.982541
569,7053393205,40.731272,-73.982516
570,7053409953,40.702248,-73.88661
571,7053417840,40.808446,-73.944994
572,7053434726,40.700128,-73.909138
573,7053435617,40.734977,-73.853249
574,7053454176,40.695171,-73.968231
575,7053462473,40.9461,-73.8669
576,7053471714,40.754964,-73.885258
577,7053473526,40.758011,-73.917005
578,7053475310,40.7339,-74.0054
579,7053482354,40.934796,-73.902154
580,7053495178,40.700128,-73.909138
581,7053496331,40.7339,-74.0054
582,7053518537,40.6251,-74.0303
583,7053528954,40.743828,-73.924268
584,7053535410,40.7029,-73.8111
585,7053537022,40.7119,-73.7944
586,7053541143,40.9461,-73.8669
587,7053549442,40.771366,-73.896774
588,7053550691,40.81016,-73.93741
589,7053551290,40.81016,-73.93741
590,7053552756,40.76113,-73.90964
591,7053571378,40.766307,-73.919921
592,7053573435,40.766105,-73.919835
593,7053574216,40.766189,-73.919985
594,7053575919,40.6011,-73.9475
595,7053601815,40.715468,-73.94891
596,7053613893,40.9079,-73.838
597,7053626160,40.594648,-73.956556
598,7053627084,40.616937,-74.023717
599,7053630824,40.706367,-74.01566
600,7053641062,40.6102,-74.0878
601,7053642989,40.693873,-73.911905
602,7053650830,40.7975,-73.9683
603,7053669181,40.936044,-73.902845
604,7053673788,40.660437,-73.945413
605,7053677966,40.6816,-73.9798
606,7053679753,40.710864,-73.958003
607,7053681207,40.671229,-73.959414
608,7053682643,40.755175,-73.881514
609,7053683286,40.751753,-73.90663
610,7053684367,40.725867,-73.859848
611,7053685700,40.756832,-73.998085
612,7053686232,40.934699,-73.901442
613,7053690109,40.7454,-73.9575
614,7053694532,40.6251,-74.0303
615,7053698043,40.651749,-73.948674
616,7053698672,40.687116,-73.985615
617,7053709501,40.7571,-73.9657
618,7053731557,40.676635,-73.924856
619,7053739768,40.678239,-73.944149
620,7053754030,40.948201,-73.885233
621,7053767225,40.6316,-74.0927
622,7053771296,40.6316,-74.0927
623,7053775209,40.5682,-74.1184
624,7053779211,40.5682,-74.1184
625,7053785345,40.731447,-73.982498
626,7053785817,40.731402,-73.982473
627,7053786693,40.676946,-73.991872
628,7053795478,40.674129,-74.00573
629,7053806537,40.7855,-73.845
630,7053810244,40.745,-73.9069
631,7053811102,40.745797,-73.883843
632,7053844464,40.69224,-73.939872
633,7053845496,40.818802,-73.956023
634,7053845849,40.9079,-73.838
635,7053846322,40.7006,-73.918
636,7053846451,40.874794,-73.88344
637,7053870660,40.710004,-74.007779
638,7053874419,40.736432,-74.006621
639,7053893530,40.699886,-73.899279
640,7053903401,40.757429,-73.942602
641,7053958560,40.616747,-73.969488
642,7053962829,40.686301,-73.943067
643,7053965722,40.653957,-73.952415
644,7053967264,40.7221,-74.0469
645,7053991785,40.655096,-73.954225
646,7053995129,40.709702,-74.007807
647,7054003273,40.717075,-74.00483
648,7054008532,40.936044,-73.902845
649,7054009034,40.661102,-73.950669
650,7054030992,40.7627,-73.9149
651,7054044550,40.734007,-73.862456
652,7054054859,40.694,-73.9903
653,7054064734,40.717075,-74.00483
654,7054076064,40.746652,-73.921691
655,7054087900,40.936044,-73.902845
656,7054090886,40.739834,-74.042829
657,7054118205,40.67,-73.9367
658,7054138693,40.7606,-73.7968
659,7054140955,40.797932,-73.933991
660,7054145997,40.706367,-74.01566
661,7054148444,40.737738,-73.992888
662,7054155502,40.936044,-73.902845
663,7054181678,40.719132,-73.959575
664,7054182553,40.7321,-74.066
665,7054185042,40.7445,-74.0329
666,7054194752,40.744644,-73.95768
667,7054195251,40.744644,-73.95768
668,7054195908,40.758472,-73.92582
669,7054198829,40.7918,-73.9447
670,7054209725,40.9351,-73.7571
671,7054211838,40.9045,-73.8073
672,7054223483,40.705543,-73.858895
673,7054226892,40.936044,-73.902845
674,7054234171,40.695778,-73.910855
675,7054244860,40.702619,-73.908355
676,7054262469,40.9166,-73.7877
677,7054266071,40.768205,-74.025911
678,7054274565,40.760342,-73.92226
679,7054283795,40.936044,-73.902845
680,7054294802,40.76828,-73.908965
681,7054307104,40.781578,-73.913588
682,7054322422,40.9569,-73.8198
683,7054324915,40.693011,-73.931015
684,7054330777,40.779787,-74.009993
685,7054356271,40.592754,-73.950152
686,7054364254,40.756087,-73.996807
687,7054372572,40.684735,-73.957858
688,7054374683,40.7101,-74.0013
689,7054374706,40.677535,-73.911081
690,7054426629,40.835623,-73.851508
691,7054437610,40.598357,-74.1469
692,7054438801,40.679,-73.9644
693,7054439637,40.6907,-73.9274
694,7054440120,40.680189,-73.967954
695,7054467665,40.7864,-73.9764
696,7054469475,40.720998,-73.850656
697,7054477984,40.7262,-73.9796
698,7054478673,40.718,-74.0754
699,7054530115,40.745222,-73.911381
700,7054545413,40.819047,-73.944687
701,7054567658,40.5979,-73.9743
702,7054568009,40.5839,-73.9536
703,7054568172,40.589482,-73.956978
704,7054570507,40.584658,-73.971005
705,7054578091,40.6039,-74.1472
706,7054583132,40.907435,-73.865528
707,7054585214,40.7119,-73.7944
708,7054585396,40.7029,-73.8111
709,7054588887,40.9461,-73.8669
710,7054588919,40.6969,-73.7877
711,7054594606,40.756201,-73.969579
712,7054603895,40.7816,-73.9511
713,7054605222,40.9079,-73.838
714,7054628083,40.7597,-73.9918
715,7054635868,40.6016,-73.9968
716,7054643535,40.7006,-73.918
717,7054644892,40.70655,-74.01012
718,7054647486,40.616747,-73.969488
719,7054651214,40.5979,-73.9743
720,7054709827,40.708508,-74.00644
721,7054712388,40.6621,-73.7353
722,7054721664,40.7313,-73.9892
723,7054727149,40.6251,-74.0303
724,7054782197,40.933083,-73.839777
725,7054795257,40.686314,-73.942773
726,7054798970,40.8246,-73.9507
727,7054814315,40.687872,-73.978347
728,7054816514,40.711962,-73.940688
729,7054823340,40.7321,-74.066
730,7054837182,40.709741,-74.017981
731,7054863397,40.7611,-73.8916
732,7054877525,40.712769,-73.944082
733,7054890028,40.7321,-74.066
734,7054893834,40.7272,-73.9498
735,7054895293,40.719581,-73.998053
736,7054896833,40.712541,-73.816752
737,7054910142,40.711838,-73.903305
738,7054911310,40.74548,-74.005394
739,7054919553,40.671115,-73.959457
740,7054924976,40.683269,-73.950155
741,7054928555,40.86082,-73.926865
742,7054937159,40.7272,-73.9498
743,7054958186,40.641767,-73.946686
744,7054959536,40.8222,-73.9217
745,7054960729,40.784354,-73.981165
746,7054962775,40.6179,-73.9856
747,7054976511,40.7229,-73.8473
748,7054977008,40.6669,-73.9828
749,7054983379,40.687752,-73.969783
750,7054984053,40.6913,-73.8585
751,7054987325,40.6762,-73.8736
752,7054996277,40.6251,-74.0303
753,7055001557,40.8904,-73.8503
754,7055001701,40.911576,-73.837755
755,7055004313,40.7443,-73.9781
756,7055009294,40.624136,-74.084996
757,7055015610,40.690219,-73.907292
758,7055029509,40.7073,-74.0025
759,7055045480,40.732287,-73.853836
760,7055079387,40.683227,-73.95052
761,7055095173,40.766103,-73.919899
762,7055102669,40.763452,-73.810894
763,7055104714,40.681137,-73.955666
764,7055110140,40.680189,-73.967954
765,7055110850,40.680189,-73.967954
766,7055111467,40.689072,-73.921306
767,7055111925,40.689072,-73.921306
768,7055116184,40.7816,-73.9511
769,7055137634,40.949507,-73.883543
770,7055143698,40.936044,-73.902845
771,7055148879,40.770678,-73.980217
772,7055159024,40.694,-73.9903
773,7055162701,40.784354,-73.981165
774,7055162820,40.8222,-73.9217
775,7055170986,40.616747,-73.969488
776,7055171622,40.744644,-73.95768
777,7055173620,40.766518,-73.91469
